Unnamed: 0,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,day,month,year,DayOfWeek,Predicted_Sales
0,487,2,737,1,1,0,0,0,0,0,0,8134.87
0,427,3,701,1,0,0,1,0,0,0,0,5956.54
0,254,5,282,1,1,0,0,0,0,0,0,3277.35
0,43,5,710,1,0,0,0,0,0,0,0,6218.9
0,1074,2,421,1,0,0,0,0,0,0,0,3422.36
0,549,6,380,1,0,0,0,0,0,0,0,3560.71
0,1095,2,720,1,1,0,0,0,0,0,0,5974.91
0,295,1,612,1,0,0,1,0,0,0,0,4646.12
0,319,1,863,1,0,0,1,0,0,0,0,8153.29
0,1002,4,642,1,0,0,0,0,0,0,0,5013.95
0,448,6,544,1,0,0,0,0,0,0,0,5510.53
0,527,2,1046,1,0,0,1,0,0,0,0,9848.08
0,255,5,652,1,1,0,0,0,0,0,0,6407.83
0,581,5,651,1,1,0,0,0,0,0,0,6537.98
0,185,6,550,1,0,0,0,0,0,0,0,5763.84
0,244,6,538,1,0,0,0,0,0,0,0,5125.84
0,1082,6,877,1,0,0,0,0,0,0,0,6794.69
0,216,5,837,1,1,0,0,0,0,0,0,8527.59
0,350,4,508,1,1,0,0,0,0,0,0,6033.74
0,748,1,822,1,1,0,0,0,0,0,0,10092.02
0,718,1,962,1,0,0,0,0,0,0,0,8307.77
0,739,5,789,1,1,0,0,0,0,0,0,9494.05
0,614,7,0,0,0,0,0,0,0,0,0,0.0
0,673,2,615,1,1,0,0,0,0,0,0,6682.65
0,83,1,367,1,0,0,0,0,0,0,0,3650.79
0,976,3,598,1,0,0,0,0,0,0,0,5032.47
0,637,6,518,1,0,0,0,0,0,0,0,5545.58
0,122,2,714,1,1,0,0,0,0,0,0,7416.82
0,898,1,1013,1,1,0,0,0,0,0,0,10296.76
0,1080,4,710,1,0,0,0,0,0,0,0,6757.17
0,291,1,1290,1,1,0,0,0,0,0,0,13350.48
0,24,4,711,1,0,0,1,0,0,0,0,6866.56
0,1096,7,0,0,0,0,0,0,0,0,0,0.0
0,637,5,860,1,0,0,0,0,0,0,0,7398.58
0,1002,2,850,1,1,0,0,0,0,0,0,8380.91
0,666,1,497,1,0,0,0,0,0,0,0,4790.27
0,1089,7,0,0,0,0,0,0,0,0,0,0.0
0,334,6,515,1,0,0,0,0,0,0,0,4693.66
0,300,6,951,1,0,0,1,0,0,0,0,8427.61
0,207,1,1166,1,0,0,0,0,0,0,0,8639.04
0,683,3,854,1,0,0,0,0,0,0,0,7399.03
0,1094,2,394,1,1,0,0,0,0,0,0,5313.94
0,700,4,576,1,0,0,0,0,0,0,0,5463.88
0,959,2,744,1,0,0,0,0,0,0,0,6106.41
0,766,7,0,0,0,0,0,0,0,0,0,0.0
0,1011,6,977,1,0,0,0,0,0,0,0,8447.87
0,570,5,676,1,0,0,0,0,0,0,0,5472.65
0,685,2,689,1,1,0,0,0,0,0,0,7472.52
0,158,3,681,1,1,0,1,0,0,0,0,7951.47
0,66,5,522,1,0,0,1,0,0,0,0,4551.51
0,76,2,1080,1,1,0,0,0,0,0,0,10589.0
0,572,3,458,1,0,0,0,0,0,0,0,4963.77
0,184,6,510,1,0,0,0,0,0,0,0,4904.52
0,1034,5,775,1,1,0,0,0,0,0,0,7151.19
0,559,7,0,0,0,0,0,0,0,0,0,0.0
0,862,2,1561,1,0,0,1,0,0,0,0,12941.93
0,171,2,962,1,1,0,0,0,0,0,0,9627.94
0,33,7,0,0,0,0,0,0,0,0,0,0.0
0,936,4,963,1,1,0,0,0,0,0,0,9078.81
0,948,2,1682,1,1,0,0,0,0,0,0,7567.19
0,371,6,551,1,0,0,0,0,0,0,0,5750.29
0,242,1,378,1,1,0,0,0,0,0,0,4628.72
0,133,5,622,1,0,0,0,0,0,0,0,5727.47
0,1031,1,681,1,1,0,0,0,0,0,0,7398.62
0,850,4,710,1,1,0,0,0,0,0,0,7109.17
0,860,5,833,1,1,0,0,0,0,0,0,9165.0
0,836,6,301,1,0,0,0,0,0,0,0,2829.17
0,965,6,908,1,0,0,0,0,0,0,0,8304.5
0,1096,1,763,1,1,0,0,0,0,0,0,8383.94
0,504,3,836,1,1,0,1,0,0,0,0,8747.75
0,230,1,1327,1,0,0,1,0,0,0,0,9115.43
0,826,1,1170,1,1,0,0,0,0,0,0,12527.94
0,975,2,767,1,1,0,1,0,0,0,0,8151.18
0,602,2,547,1,0,0,1,0,0,0,0,5345.38
0,953,5,553,1,1,0,0,0,0,0,0,5707.17
0,187,6,491,1,0,0,0,0,0,0,0,4997.28
0,792,5,599,1,0,0,0,0,0,0,0,5692.09
0,1035,4,744,1,1,0,0,0,0,0,0,6729.7
0,523,3,1515,1,1,0,1,0,0,0,0,11961.49
0,723,4,461,1,0,0,1,0,0,0,0,4592.78
0,1025,7,0,0,0,0,0,0,0,0,0,0.0
0,18,7,0,0,0,0,0,0,0,0,0,0.0
0,997,3,378,1,1,0,1,0,0,0,0,4208.5
0,400,6,805,1,0,0,0,0,0,0,0,6829.34
0,1047,2,491,1,0,0,0,0,0,0,0,4500.81
0,819,1,472,1,0,0,0,0,0,0,0,4469.37
0,668,1,1562,1,1,0,0,0,0,0,0,13728.67
0,585,4,666,1,0,0,0,0,0,0,0,4769.88
0,99,1,404,1,0,0,0,0,0,0,0,4086.73
0,965,6,847,1,0,0,0,0,0,0,0,6972.23
0,590,4,376,1,1,0,0,0,0,0,0,4453.98
0,709,2,1682,1,1,0,0,0,0,0,0,13421.93
0,58,7,0,0,0,0,0,0,0,0,0,0.0
0,409,7,0,0,0,0,0,0,0,0,0,0.0
0,850,6,826,1,0,0,0,0,0,0,0,7269.22
0,1058,3,737,1,1,0,0,0,0,0,0,7469.51
0,1067,7,0,0,0,0,0,0,0,0,0,0.0
0,777,1,0,0,0,2,1,0,0,0,0,0.0
0,155,3,632,1,1,0,0,0,0,0,0,7138.65
0,598,1,871,1,1,0,0,0,0,0,0,7706.48
0,493,2,902,1,1,0,0,0,0,0,0,9535.71
0,628,7,0,0,0,0,1,0,0,0,0,0.0
0,524,1,1193,1,0,0,1,0,0,0,0,9415.7
0,966,4,585,1,0,0,1,0,0,0,0,4622.74
0,1022,5,791,1,0,0,1,0,0,0,0,6045.33
0,380,3,1720,1,1,0,0,0,0,0,0,17138.0
0,132,3,579,1,1,0,0,0,0,0,0,6523.38
0,400,5,999,1,0,0,0,0,0,0,0,8086.47
0,988,4,790,1,1,0,0,0,0,0,0,7046.21
0,906,2,1476,1,1,0,0,0,0,0,0,14658.61
0,1028,2,689,1,1,0,0,0,0,0,0,6578.8
0,1100,6,484,1,0,0,0,0,0,0,0,4721.98
0,759,1,607,1,0,0,0,0,0,0,0,5195.99
0,223,1,716,1,0,0,0,0,0,0,0,6105.19
0,936,7,0,0,0,0,0,0,0,0,0,0.0
0,780,6,341,1,0,0,0,0,0,0,0,3044.68
0,259,5,2677,1,1,0,0,0,0,0,0,13570.06
0,131,6,582,1,0,0,0,0,0,0,0,5741.77
0,251,3,2241,1,1,0,0,0,0,0,0,18949.49
0,1079,6,517,1,0,0,0,0,0,0,0,5593.02
0,1003,3,1029,1,1,0,0,0,0,0,0,9338.52
0,980,4,450,1,0,0,0,0,0,0,0,4860.91
0,654,2,766,1,1,0,0,0,0,0,0,7749.83
0,966,4,517,1,0,0,1,0,0,0,0,5035.37
0,1020,1,929,1,0,0,0,0,0,0,0,6966.23
0,969,3,610,1,1,0,0,0,0,0,0,5507.48
0,1038,2,490,1,0,0,1,0,0,0,0,5089.8
0,516,3,453,1,0,0,1,0,0,0,0,4542.62
0,733,1,3171,1,0,0,0,0,0,0,0,14227.56
0,595,6,1881,1,0,0,0,0,0,0,0,14989.9
0,260,3,962,1,1,0,1,0,0,0,0,9423.67
0,768,6,1251,1,0,0,0,0,0,0,0,10625.9
0,940,1,627,1,0,0,0,0,0,0,0,5346.93
0,364,4,563,1,0,0,0,0,0,0,0,4701.91
0,506,3,763,1,0,0,1,0,0,0,0,6599.79
0,671,3,507,1,1,0,1,0,0,0,0,5258.29
0,300,6,862,1,0,0,0,0,0,0,0,7611.93
0,84,2,1563,1,1,0,0,0,0,0,0,13815.4
0,219,4,455,1,1,0,0,0,0,0,0,4070.22
0,934,5,764,1,1,0,0,0,0,0,0,7552.07
0,125,3,1906,1,1,0,1,0,0,0,0,15386.04
0,176,3,757,1,1,0,0,0,0,0,0,6977.06
0,223,2,675,1,0,0,0,0,0,0,0,5769.23
0,326,1,429,1,1,0,0,0,0,0,0,5156.99
0,339,2,745,1,1,0,0,0,0,0,0,5740.15
0,872,3,659,1,0,0,1,0,0,0,0,6119.97
0,579,7,0,0,0,0,0,0,0,0,0,0.0
0,974,5,1599,1,0,0,0,0,0,0,0,11007.6
0,979,7,0,0,0,0,0,0,0,0,0,0.0
0,880,3,806,1,1,0,0,0,0,0,0,7872.09
0,910,7,0,0,0,0,0,0,0,0,0,0.0
0,1084,6,614,1,0,0,0,0,0,0,0,5819.52
0,92,5,453,1,0,0,0,0,0,0,0,4504.9
0,14,6,402,1,0,0,0,0,0,0,0,3596.89
0,587,1,960,1,0,0,1,0,0,0,0,7027.44
0,230,4,856,1,1,0,0,0,0,0,0,8752.26
0,689,6,589,1,0,0,0,0,0,0,0,6178.1
0,599,1,1096,1,1,0,0,0,0,0,0,11956.11
0,596,7,0,0,0,0,0,0,0,0,0,0.0
0,576,1,749,1,0,0,0,0,0,0,0,6169.34
0,141,4,493,1,0,0,0,0,0,0,0,4846.53
0,751,1,0,0,0,2,1,0,0,0,0,0.0
0,877,5,925,1,0,0,0,0,0,0,0,8347.07
0,375,2,948,1,1,0,0,0,0,0,0,9595.88
0,230,1,988,1,0,0,0,0,0,0,0,7615.09
0,545,3,1087,1,1,0,0,0,0,0,0,10903.98
0,1022,1,1093,1,1,0,0,0,0,0,0,11246.35
0,597,3,756,1,1,0,1,0,0,0,0,5668.22
0,559,7,0,0,0,0,0,0,0,0,0,0.0
0,1024,6,825,1,0,0,0,0,0,0,0,6422.72
0,36,2,1205,1,1,0,0,0,0,0,0,11346.22
0,702,2,351,1,1,0,1,0,0,0,0,3863.13
0,623,7,0,0,0,0,0,0,0,0,0,0.0
0,105,4,483,1,0,0,0,0,0,0,0,4433.1
0,902,2,648,1,1,0,0,0,0,0,0,6231.57
0,11,6,786,1,0,0,0,0,0,0,0,6691.76
0,1039,5,629,1,0,0,0,0,0,0,0,5779.54
0,102,1,1174,1,1,0,0,0,0,0,0,12186.54
0,543,5,175,1,0,0,1,0,0,0,0,1739.77
0,827,4,1910,1,0,0,1,0,0,0,0,14054.97
0,110,3,647,1,1,0,0,0,0,0,0,6387.61
0,945,1,698,1,1,0,1,0,0,0,0,7254.69
0,582,3,749,1,0,0,0,0,0,0,0,6255.87
0,554,4,428,1,0,0,0,0,0,0,0,4057.24
0,486,2,384,1,0,0,1,0,0,0,0,3532.51
0,637,6,520,1,0,0,0,0,0,0,0,5635.14
0,806,5,578,1,0,0,0,0,0,0,0,5895.65
0,887,6,462,1,0,0,0,0,0,0,0,4402.37
0,374,6,668,1,0,0,0,0,0,0,0,6882.47
0,1025,5,804,1,0,0,1,0,0,0,0,6535.13
0,638,2,431,1,0,0,1,0,0,0,0,4654.96
0,123,6,490,1,0,0,0,0,0,0,0,5265.43
0,905,4,1108,1,1,0,0,0,0,0,0,14019.16
0,536,5,989,1,0,0,1,0,0,0,0,9069.52
0,763,7,0,0,0,0,0,0,0,0,0,0.0
0,191,6,694,1,0,0,0,0,0,0,0,7198.26
0,957,4,948,1,1,0,0,0,0,0,0,9185.19
0,268,4,618,1,1,0,0,0,0,0,0,6461.58
0,654,6,266,1,0,0,0,0,0,0,0,2634.87
0,612,6,388,1,0,0,0,0,0,0,0,3563.73
0,747,3,567,1,0,0,1,0,0,0,0,5495.49
0,656,6,380,1,0,0,0,0,0,0,0,3598.88
0,368,5,592,1,0,0,1,0,0,0,0,6684.94
0,959,3,552,1,0,0,0,0,0,0,0,4641.07
0,329,2,708,1,1,0,0,0,0,0,0,8008.42
0,97,3,535,1,0,0,1,0,0,0,0,4696.74
0,314,2,661,1,1,0,1,0,0,0,0,6841.2
0,463,7,0,0,0,0,0,0,0,0,0,0.0
0,258,1,0,0,0,1,0,0,0,0,0,0.0
0,283,3,621,1,0,0,0,0,0,0,0,5532.57
0,556,1,754,1,0,0,0,0,0,0,0,6560.02
0,388,5,1211,1,1,0,0,0,0,0,0,11618.38
0,67,3,837,1,1,0,1,0,0,0,0,8726.32
0,725,5,677,1,1,0,0,0,0,0,0,7206.68
0,219,4,416,1,1,0,0,0,0,0,0,3369.88
0,1077,2,479,1,0,0,0,0,0,0,0,4034.85
0,322,4,589,1,0,0,0,0,0,0,0,5489.09
0,814,3,581,1,1,0,1,0,0,0,0,6586.71
0,134,7,0,0,0,0,0,0,0,0,0,0.0
0,54,4,657,1,0,0,0,0,0,0,0,6566.31
0,662,5,854,1,1,0,0,0,0,0,0,9322.06
0,126,7,0,0,0,0,0,0,0,0,0,0.0
0,1001,6,471,1,0,0,0,0,0,0,0,4692.92
0,657,4,598,1,0,0,0,0,0,0,0,4898.95
0,590,4,319,1,0,0,0,0,0,0,0,3459.1
0,193,3,0,0,0,3,1,0,0,0,0,0.0
0,168,6,465,1,0,0,0,0,0,0,0,4583.17
0,16,1,839,1,0,0,0,0,0,0,0,7104.23
0,244,1,738,1,1,0,0,0,0,0,0,7633.1
0,545,7,0,0,0,0,0,0,0,0,0,0.0
0,1032,6,492,1,0,0,0,0,0,0,0,5273.65
0,290,5,987,1,1,0,0,0,0,0,0,9988.19
0,548,4,335,1,1,0,0,0,0,0,0,4083.86
0,733,1,3508,1,1,0,1,0,0,0,0,16533.65
0,654,4,716,1,1,0,0,0,0,0,0,7443.2
0,272,6,377,1,0,0,0,0,0,0,0,3644.26
0,1017,3,1176,1,1,0,0,0,0,0,0,12631.71
0,708,2,462,1,1,0,0,0,0,0,0,5118.94
0,819,4,454,1,1,0,0,0,0,0,0,5578.46
0,99,3,372,1,0,0,0,0,0,0,0,3821.95
0,982,2,710,1,0,0,0,0,0,0,0,5995.18
0,683,5,0,0,1,2,1,0,0,0,0,0.0
0,194,3,373,1,0,0,0,0,0,0,0,4003.36
0,853,2,1201,1,1,0,0,0,0,0,0,11554.64
0,53,1,650,1,1,0,1,0,0,0,0,8011.2
0,281,4,508,1,1,0,0,0,0,0,0,5763.43
0,101,2,879,1,1,0,0,0,0,0,0,8778.45
0,440,5,769,1,1,0,1,0,0,0,0,7487.04
0,994,2,435,1,1,0,0,0,0,0,0,5310.03
0,168,2,930,1,1,0,1,0,0,0,0,9341.12
0,48,7,0,0,0,0,0,0,0,0,0,0.0
0,652,6,501,1,0,0,0,0,0,0,0,4591.61
0,934,6,474,1,0,0,0,0,0,0,0,4609.88
0,223,6,589,1,0,0,0,0,0,0,0,5821.76
0,378,5,0,0,0,3,1,0,0,0,0,0.0
0,865,3,624,1,1,0,0,0,0,0,0,7184.77
0,466,5,861,1,0,0,0,0,0,0,0,6615.42
0,789,5,546,1,0,0,0,0,0,0,0,4230.87
0,61,7,0,0,0,0,0,0,0,0,0,0.0
0,765,4,1068,1,1,0,0,0,0,0,0,10186.21
0,673,1,500,1,0,0,0,0,0,0,0,4821.32
0,258,3,444,1,0,0,0,0,0,0,0,4822.13
0,740,3,499,1,1,0,0,0,0,0,0,6427.2
0,1080,1,764,1,0,0,0,0,0,0,0,7438.82
0,918,5,661,1,1,0,0,0,0,0,0,6758.0
0,857,6,1004,1,0,0,0,0,0,0,0,8311.18
0,837,1,482,1,1,0,0,0,0,0,0,4587.87
0,516,7,0,0,0,0,0,0,0,0,0,0.0
0,446,2,505,1,0,0,0,0,0,0,0,4566.25
0,835,4,0,0,1,1,0,0,0,0,0,0.0
0,140,7,0,0,0,0,0,0,0,0,0,0.0
0,207,3,1584,1,1,0,0,0,0,0,0,14691.75
0,961,4,668,1,1,0,0,0,0,0,0,6466.89
0,772,2,507,1,1,0,0,0,0,0,0,4492.21
0,1089,2,1050,1,1,0,0,0,0,0,0,10456.92
0,521,3,421,1,1,0,0,0,0,0,0,5361.14
0,823,5,600,1,0,0,0,0,0,0,0,5895.26
0,436,6,426,1,0,0,0,0,0,0,0,3751.57
0,483,7,0,0,0,0,0,0,0,0,0,0.0
0,215,2,333,1,0,0,0,0,0,0,0,3677.45
0,109,5,802,1,0,0,0,0,0,0,0,7324.03
0,858,1,590,1,1,0,0,0,0,0,0,6007.45
0,425,4,501,1,1,0,0,0,0,0,0,4902.92
0,357,5,905,1,0,0,1,0,0,0,0,7147.28
0,255,1,575,1,1,0,0,0,0,0,0,5367.78
0,798,6,343,1,0,0,0,0,0,0,0,3156.64
0,366,6,304,1,0,0,0,0,0,0,0,2969.02
0,534,2,510,1,0,0,1,0,0,0,0,4733.16
0,179,5,1176,1,1,0,0,0,0,0,0,11684.53
0,258,2,464,1,0,0,1,0,0,0,0,4434.65
0,693,5,384,1,0,0,1,0,0,0,0,3903.11
0,999,4,685,1,1,0,1,0,0,0,0,7686.7
0,834,6,492,1,0,0,0,0,0,0,0,4904.05
0,512,4,1410,1,0,0,1,0,0,0,0,7076.96
0,818,2,662,1,1,0,0,0,0,0,0,6752.49
0,534,6,606,1,0,0,0,0,0,0,0,6049.56
0,1084,2,1099,1,1,0,0,0,0,0,0,9508.65
0,34,2,861,1,0,0,0,0,0,0,0,7185.53
0,101,4,686,1,0,0,0,0,0,0,0,6017.82
0,187,1,885,1,1,0,0,0,0,0,0,9643.85
0,20,1,1041,1,1,0,0,0,0,0,0,10551.0
0,828,7,0,0,0,0,0,0,0,0,0,0.0
0,434,1,823,1,1,0,1,0,0,0,0,10146.81
0,738,1,864,1,1,0,0,0,0,0,0,10552.85
0,351,5,569,1,1,0,0,0,0,0,0,6159.19
0,1020,4,905,1,0,0,0,0,0,0,0,6897.25
0,86,7,0,0,0,0,0,0,0,0,0,0.0
0,266,3,573,1,1,0,0,0,0,0,0,6128.15
0,608,5,1024,1,1,0,0,0,0,0,0,10675.37
0,708,5,493,1,1,0,1,0,0,0,0,5228.97
0,734,3,605,1,1,0,0,0,0,0,0,6808.95
0,776,7,0,0,0,0,0,0,0,0,0,0.0
0,1060,2,853,1,1,0,0,0,0,0,0,8217.91
0,182,2,507,1,1,0,0,0,0,0,0,6523.03
0,542,3,431,1,0,0,0,0,0,0,0,5331.71
0,602,1,610,1,0,0,0,0,0,0,0,5343.03
0,101,4,777,1,1,0,0,0,0,0,0,7861.2
0,784,7,0,0,0,0,0,0,0,0,0,0.0
0,679,7,0,0,0,0,0,0,0,0,0,0.0
0,535,4,793,1,0,0,1,0,0,0,0,7079.93
0,844,4,516,1,1,0,0,0,0,0,0,5035.23
0,595,7,0,0,0,0,0,0,0,0,0,0.0
0,25,6,1831,1,0,0,0,0,0,0,0,12957.37
0,416,3,1819,1,1,0,0,0,0,0,0,15169.71
0,539,4,966,1,0,0,0,0,0,0,0,8695.31
0,77,3,642,1,1,0,0,0,0,0,0,6762.4
0,641,2,493,1,0,0,0,0,0,0,0,4666.52
0,445,6,1201,1,0,0,0,0,0,0,0,9206.05
0,318,5,822,1,1,0,0,0,0,0,0,8759.42
0,394,3,539,1,0,0,0,0,0,0,0,5673.76
0,761,5,1014,1,1,0,1,0,0,0,0,9768.97
0,706,2,578,1,1,0,0,0,0,0,0,7009.43
0,41,5,433,1,0,0,0,0,0,0,0,4891.28
0,894,1,958,1,0,0,1,0,0,0,0,7389.78
0,169,6,801,1,0,0,0,0,0,0,0,7191.86
0,1012,1,0,0,0,1,0,0,0,0,0,0.0
0,310,4,868,1,1,0,0,0,0,0,0,9267.19
0,1003,3,847,1,1,0,0,0,0,0,0,8480.04
0,970,3,429,1,1,0,0,0,0,0,0,4334.35
0,239,5,627,1,1,0,0,0,0,0,0,6681.11
0,998,1,647,1,1,0,0,0,0,0,0,6691.46
0,278,5,692,1,0,0,0,0,0,0,0,6518.74
0,49,2,539,1,0,0,1,0,0,0,0,6042.04
0,603,3,0,0,1,0,1,0,0,0,0,0.0
0,658,2,824,1,1,0,0,0,0,0,0,7761.6
0,1072,3,786,1,1,0,0,0,0,0,0,8296.05
0,1028,2,587,1,1,0,1,0,0,0,0,6710.1
0,288,4,489,1,1,0,0,0,0,0,0,6016.01
0,111,1,838,1,1,0,1,0,0,0,0,9402.91
0,581,2,703,1,1,0,0,0,0,0,0,7410.63
0,979,7,0,0,0,0,0,0,0,0,0,0.0
0,644,7,0,0,0,0,0,0,0,0,0,0.0
0,589,1,577,1,1,0,0,0,0,0,0,5679.75
0,295,2,619,1,0,0,0,0,0,0,0,4582.34
0,388,1,1586,1,1,0,0,0,0,0,0,15485.89
0,9,6,621,1,0,0,0,0,0,0,0,6541.44
0,445,4,1381,1,1,0,1,0,0,0,0,10619.75
0,204,4,445,1,0,0,1,0,0,0,0,4820.63
0,296,1,1011,1,1,0,0,0,0,0,0,10783.99
0,497,7,0,0,0,0,0,0,0,0,0,0.0
0,481,1,523,1,1,0,0,0,0,0,0,6530.24
0,1100,6,569,1,0,0,0,0,0,0,0,5645.01
0,588,6,614,1,0,0,0,0,0,0,0,6122.62
0,290,2,918,1,1,0,1,0,0,0,0,9292.72
0,1107,4,635,1,0,0,1,0,0,0,0,5961.81
0,1019,6,820,1,0,0,0,0,0,0,0,6967.7
0,945,5,545,1,0,0,0,0,0,0,0,4432.97
0,770,7,0,0,0,0,0,0,0,0,0,0.0
0,1041,4,0,0,1,1,1,0,0,0,0,0.0
0,433,3,898,1,1,0,1,0,0,0,0,9317.59
0,190,2,738,1,1,0,0,0,0,0,0,7946.76
